City_ID,City,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
525,Nicoya,10.1483,-85.452,broken clouds,85.55,75,76,3.58,CR,2021-08-02 16:18:43
526,Elk City,35.412,-99.4043,clear sky,77.49,64,1,9.22,US,2021-08-02 16:14:04
527,Carutapera,-1.195,-46.02,scattered clouds,80.15,78,37,5.57,BR,2021-08-02 16:14:33
528,Darhan,49.4867,105.9228,broken clouds,58.95,94,66,7.58,MN,2021-08-02 16:18:43
529,Iskateley,67.6803,53.1512,few clouds,58.19,74,24,7.38,RU,2021-08-02 16:18:44
530,Jurm,36.8648,70.8342,clear sky,71.58,31,1,3.67,AF,2021-08-02 16:18:44
531,George Town,5.4112,100.3354,few clouds,84.13,81,20,2.3,MY,2021-08-02 16:18:44
532,Richards Bay,-28.783,32.0377,clear sky,63.63,83,2,6.2,ZA,2021-08-02 16:10:58
533,Salinopolis,-0.6136,-47.3561,broken clouds,85.84,56,68,7.02,BR,2021-08-02 16:14:40
534,Beringovskiy,63.05,179.3167,moderate rain,42.62,93,100,31.34,RU,2021-08-02 16:12:16
535,Saryozek,44.3583,77.9753,overcast clouds,76.95,18,100,7.67,KZ,2021-08-02 16:18:45
536,Schiffdorf,53.5333,8.65,broken clouds,64.36,76,51,12.5,DE,2021-08-02 16:18:45
537,Codrington,-38.2667,141.9667,moderate rain,46.36,94,100,10.2,AU,2021-08-02 16:14:28
538,Coracao De Jesus,-16.6853,-44.365,overcast clouds,74.12,26,94,6.2,BR,2021-08-02 16:18:46
539,Taltal,-25.4,-70.4833,clear sky,64.42,63,6,3.83,CL,2021-08-02 16:11:36
540,San Cristobal,7.7669,-72.225,overcast clouds,80.78,69,99,7.52,VE,2021-08-02 16:10:17
541,Valuyki,50.2035,38.1067,clear sky,85.87,44,6,6.87,RU,2021-08-02 16:18:46
542,Fort Nelson,58.8053,-122.7002,smoke,69.39,73,20,2.3,CA,2021-08-02 16:18:47
543,Calama,-22.4667,-68.9333,broken clouds,70.29,12,75,18.41,CL,2021-08-02 16:16:24
544,Magalia,39.8121,-121.5783,clear sky,69.76,24,1,3.71,US,2021-08-02 16:18:47
545,Merke,42.8728,73.1786,broken clouds,76.48,22,81,7.83,KZ,2021-08-02 16:18:48
546,Townsville,-19.25,146.8,broken clouds,59.88,94,75,3.44,AU,2021-08-02 16:18:48
547,Fare,-16.7,-151.0167,overcast clouds,79.05,67,100,13.89,PF,2021-08-02 16:18:48
548,Puerto Ayacucho,5.6639,-67.6236,overcast clouds,71.67,95,100,6.49,VE,2021-08-02 16:18:48
549,Isangel,-19.55,169.2667,few clouds,68.49,65,18,13.58,VU,2021-08-02 16:08:54
550,Gidole,5.65,37.3667,overcast clouds,63.09,52,94,3.36,ET,2021-08-02 16:18:49
551,Tshane,-24.0196,21.8684,clear sky,65.32,15,0,6.31,BW,2021-08-02 16:18:49
552,Makinsk,52.6292,70.4169,broken clouds,63.21,50,60,6.55,KZ,2021-08-02 16:18:50
553,Port Moresby,-9.4431,147.1797,broken clouds,72.99,82,76,5.86,PG,2021-08-02 16:10:49
554,Inta,66.0317,60.1659,few clouds,59.34,72,19,7.14,RU,2021-08-02 16:12:07
555,Bardiyah,31.7561,25.0865,clear sky,87.76,52,0,17.0,LY,2021-08-02 16:18:50
556,Staraya Poltavka,50.4772,46.4814,overcast clouds,87.71,32,86,5.59,RU,2021-08-02 16:18:51
557,Kibala,9.1104,18.3463,overcast clouds,76.68,92,99,1.83,TD,2021-08-02 16:14:02
558,Staryy Nadym,65.6118,72.6842,overcast clouds,60.42,76,100,8.14,RU,2021-08-02 16:18:51
559,Barnstead,43.334,-71.2928,scattered clouds,75.85,70,25,11.1,US,2021-08-02 16:18:51
560,Noumea,-22.2763,166.4572,clear sky,55.38,76,3,4.23,NC,2021-08-02 16:14:45
561,Alice Springs,-23.7,133.8833,clear sky,44.15,33,0,4.61,AU,2021-08-02 16:08:38
562,Bocholt,51.8333,6.6,broken clouds,69.22,40,70,8.01,DE,2021-08-02 16:18:52
563,Santa Maria,-29.6842,-53.8069,clear sky,60.3,59,0,4.92,BR,2021-08-02 16:11:33
564,Araouane,18.9048,-3.5265,overcast clouds,101.53,25,88,10.87,ML,2021-08-02 16:18:52
565,Almaznyy,48.0448,40.045,scattered clouds,87.94,33,37,5.26,RU,2021-08-02 16:18:53
566,Loralai,30.3705,68.598,broken clouds,87.6,29,52,13.44,PK,2021-08-02 16:14:46
567,Arecibo,18.4724,-66.7157,clear sky,89.29,69,10,3.0,PR,2021-08-02 16:18:54
568,Ucluelet,48.9329,-125.5528,few clouds,68.09,83,22,3.6,CA,2021-08-02 16:15:50
569,Saint-Gaudens,43.0833,0.6667,broken clouds,75.13,49,73,4.97,FR,2021-08-02 16:18:55
570,Cherdyn,60.403,56.4787,few clouds,63.55,96,13,4.7,RU,2021-08-02 16:18:55
571,Kalmunai,7.4167,81.8167,overcast clouds,83.53,65,100,5.88,LK,2021-08-02 16:12:20
572,Utete,-7.986,38.758,broken clouds,74.77,67,52,9.69,TZ,2021-08-02 16:18:55
573,Benghazi,32.1167,20.0667,clear sky,88.93,52,0,19.06,LY,2021-08-02 16:18:56
574,Serebryanyy Bor,56.8,124.8,scattered clouds,49.55,92,44,3.62,RU,2021-08-02 16:18:56
575,Toamasina,-18.1667,49.3833,few clouds,68.0,88,20,2.3,MG,2021-08-02 16:18:56
576,Mamlyutka,54.9375,68.5394,broken clouds,67.84,61,72,7.36,KZ,2021-08-02 16:18:57
577,Rawson,-43.3002,-65.1023,broken clouds,64.22,27,62,7.0,AR,2021-08-02 16:11:18
578,Lavumisa,-27.31,31.892,clear sky,65.25,68,8,6.71,SZ,2021-08-02 16:11:00
579,Altamira,-3.2033,-52.2064,clear sky,92.91,34,7,3.49,BR,2021-08-02 16:10:21
580,Troitskoye,52.9821,84.6757,few clouds,64.9,73,11,3.09,RU,2021-08-02 16:18:57
581,Talara,-4.5772,-81.2719,clear sky,74.16,68,0,20.71,PE,2021-08-02 16:18:58
582,San Antonio,29.4241,-98.4936,moderate rain,77.02,94,90,4.61,US,2021-08-02 16:17:18
583,Haapiti,-17.5667,-149.8667,broken clouds,73.13,70,81,16.04,PF,2021-08-02 16:18:58
584,Blackwater,-23.5833,148.8833,clear sky,59.34,65,0,7.76,AU,2021-08-02 16:18:59
585,Baie-Comeau,49.2168,-68.1489,broken clouds,67.68,64,75,13.8,CA,2021-08-02 16:18:59
586,Kampot,10.6167,104.1833,overcast clouds,82.45,84,87,8.52,KH,2021-08-02 16:11:41
587,Plainview,40.7765,-73.4673,clear sky,78.49,60,1,3.0,US,2021-08-02 16:18:59
588,Ihosy,-22.4,46.1167,broken clouds,69.39,34,77,3.69,MG,2021-08-02 16:19:00
589,Dingle,10.9995,122.6711,light rain,78.53,83,100,8.86,PH,2021-08-02 16:14:55
590,Perth,-31.9333,115.8333,broken clouds,54.05,92,75,2.3,AU,2021-08-02 16:16:38
591,Orcopampa,-15.2661,-72.3417,clear sky,54.19,31,3,4.88,PE,2021-08-02 16:10:28
592,Kloulklubed,7.0419,134.2556,overcast clouds,83.7,77,99,13.47,PW,2021-08-02 16:14:16
593,Flinders,-34.5833,150.8552,light rain,60.39,78,89,1.01,AU,2021-08-02 16:10:18
594,Oriximina,-1.7656,-55.8661,clear sky,89.53,46,1,5.64,BR,2021-08-02 16:19:01
595,Srednekolymsk,67.45,153.6833,broken clouds,38.16,83,84,6.73,RU,2021-08-02 16:11:49
596,Fortuna,40.5982,-124.1573,overcast clouds,55.92,94,90,1.01,US,2021-08-02 16:14:53
597,Arcos De La Frontera,36.7508,-5.8106,few clouds,92.66,44,13,8.99,ES,2021-08-02 16:19:01
598,Roma,43.2128,-75.4557,clear sky,73.44,65,1,3.0,US,2021-08-02 16:06:00
599,Bundaberg,-24.85,152.35,scattered clouds,68.22,96,40,1.01,AU,2021-08-02 16:19:02
600,Havre,49.5833,0.3333,overcast clouds,66.58,88,90,9.22,FR,2021-08-02 16:13:55
601,Magadan,59.5667,150.8,clear sky,45.0,62,3,9.01,RU,2021-08-02 16:19:03
602,Vanimo,-2.6741,141.3028,scattered clouds,78.57,89,43,6.29,PG,2021-08-02 16:19:03
603,Copiapo,-27.3667,-70.3333,clear sky,53.29,21,0,5.66,CL,2021-08-02 16:16:45
604,Luganville,-15.5333,167.1667,overcast clouds,68.49,67,85,3.71,VU,2021-08-02 16:08:41
605,Chumikan,54.7183,135.315,overcast clouds,51.85,98,100,15.12,RU,2021-08-02 16:19:04
606,Sindor,62.8629,51.8905,few clouds,61.5,89,13,4.85,RU,2021-08-02 16:19:04
607,Tres Lagoas,-20.7511,-51.6783,clear sky,81.01,28,10,7.09,BR,2021-08-02 16:19:05
608,Osmena,10.5208,119.9258,light rain,82.47,77,98,6.33,PH,2021-08-02 16:19:05
609,Katherine,-14.4667,132.2667,clear sky,68.32,56,3,5.75,AU,2021-08-02 16:19:06
610,Peterhead,57.5058,-1.7981,overcast clouds,59.45,73,86,2.26,GB,2021-08-02 16:19:06
611,Daru,-9.0763,143.2092,overcast clouds,76.41,75,100,10.09,PG,2021-08-02 16:19:06
612,Yuanping,38.7153,112.7575,overcast clouds,66.72,89,92,2.35,CN,2021-08-02 16:19:06
613,Beloha,-25.1667,45.05,clear sky,66.29,69,2,10.96,MG,2021-08-02 16:19:07
614,Bandarbeyla,9.4942,50.8122,scattered clouds,80.08,70,27,32.91,SO,2021-08-02 16:19:07
615,Hsinchu,24.8036,120.9686,overcast clouds,81.93,90,92,1.01,TW,2021-08-02 16:15:07
616,Serik,36.9169,31.0989,clear sky,100.65,35,0,6.89,TR,2021-08-02 16:19:08
617,Bukama,-9.2,25.85,scattered clouds,84.24,22,41,0.96,CD,2021-08-02 16:19:08
618,Bonnyville,54.2668,-110.735,few clouds,84.6,30,23,7.47,CA,2021-08-02 16:14:16
619,Ithaca,42.4406,-76.4966,scattered clouds,74.53,61,40,5.01,US,2021-08-02 16:18:03
620,Asfi,32.2994,-9.2372,clear sky,72.59,73,2,19.06,MA,2021-08-02 16:14:52
621,Batemans Bay,-35.7167,150.1833,broken clouds,55.9,81,75,3.67,AU,2021-08-02 16:19:09
622,Arklow,52.7931,-6.1414,overcast clouds,60.94,86,100,5.44,IE,2021-08-02 16:19:09
623,Joshimath,30.5667,79.5667,overcast clouds,71.96,88,94,0.58,IN,2021-08-02 16:19:09
624,Francisco Beltrao,-26.0811,-53.055,clear sky,68.38,43,0,2.53,BR,2021-08-02 16:19:10
625,Dera Bugti,29.0307,69.151,clear sky,98.42,32,7,12.39,PK,2021-08-02 16:19:10
626,Bani Walid,31.7566,13.9942,clear sky,103.95,12,0,19.08,LY,2021-08-02 16:19:10
627,Aswan,24.0934,32.907,clear sky,108.7,9,0,13.8,EG,2021-08-02 16:19:11
628,Xuddur,4.1213,43.8894,overcast clouds,78.69,53,95,17.49,SO,2021-08-02 16:19:11
629,Burla,21.5,83.8667,scattered clouds,79.09,81,40,7.16,IN,2021-08-02 16:19:11
630,Vila Real,41.3006,-7.7441,broken clouds,75.13,37,55,7.54,PT,2021-08-02 16:19:12
631,Zarubino,42.63,131.0922,overcast clouds,72.97,95,100,16.15,RU,2021-08-02 16:19:12
632,Kudymkar,59.0173,54.656,broken clouds,66.02,85,81,5.55,RU,2021-08-02 16:19:12
633,Manakara,-22.1333,48.0167,clear sky,67.12,80,0,9.08,MG,2021-08-02 16:19:13
634,Ingham,42.6,-84.3833,scattered clouds,73.18,62,40,9.22,US,2021-08-02 16:18:04
635,Turukhansk,65.8167,87.9833,overcast clouds,66.49,61,100,9.04,RU,2021-08-02 16:19:13
636,Hobyo,5.3505,48.5268,broken clouds,78.1,73,62,26.26,SO,2021-08-02 16:19:14
637,Katima Mulilo,-17.5,24.2667,clear sky,72.63,26,2,5.55,NA,2021-08-02 16:17:01
638,Kalmar,56.6616,16.3616,few clouds,67.93,63,20,11.5,SE,2021-08-02 16:19:14
639,Massaguet,12.4755,15.4365,overcast clouds,87.13,56,99,9.44,TD,2021-08-02 16:19:15
640,Mogwase,-25.185,27.2665,clear sky,65.7,12,0,9.22,ZA,2021-08-02 16:19:15
641,Garden City,42.3256,-83.331,few clouds,75.49,54,20,1.99,US,2021-08-02 16:19:15
642,Neftcala,39.3742,49.2472,overcast clouds,83.79,39,88,2.48,AZ,2021-08-02 16:19:15
643,Dukstas,55.5333,26.3333,overcast clouds,59.86,92,100,8.63,LT,2021-08-02 16:19:16
644,Guangzhou,23.1167,113.25,moderate rain,84.15,69,100,4.45,CN,2021-08-02 16:19:16
645,Babushkin,51.7122,105.8647,overcast clouds,55.45,99,100,14.07,RU,2021-08-02 16:19:17
646,Samarai,-10.6167,150.6667,scattered clouds,77.81,80,49,8.16,PG,2021-08-02 16:12:21
647,Prata,-19.3072,-48.9242,clear sky,85.23,27,0,2.28,BR,2021-08-02 16:19:17
648,Aloleng,16.1307,119.7824,overcast clouds,82.18,85,100,20.8,PH,2021-08-02 16:19:17
649,Atambua,-9.1061,124.8925,broken clouds,70.74,88,76,5.23,ID,2021-08-02 16:10:52
650,Derzhavinsk,51.1,66.3167,clear sky,78.69,36,7,8.1,KZ,2021-08-02 16:12:00
651,Vardo,70.3705,31.1107,clear sky,53.35,76,0,3.44,NO,2021-08-02 16:15:09
652,Mayumba,-3.432,10.6554,scattered clouds,76.91,77,38,8.84,GA,2021-08-02 16:11:25
653,Guerrero Negro,27.9769,-114.0611,clear sky,77.11,61,0,5.3,MX,2021-08-02 16:15:04
654,Craig,40.5153,-107.5464,heavy intensity rain,71.19,94,90,9.22,US,2021-08-02 16:19:18
655,Muli,2.9167,73.5667,overcast clouds,81.07,75,100,3.24,MV,2021-08-02 16:19:18
656,San Quintin,30.4833,-115.95,few clouds,75.6,64,12,10.58,MX,2021-08-02 16:13:52
657,Gat,31.61,34.7642,clear sky,93.4,39,0,11.18,IL,2021-08-02 16:10:06
658,Ojinaga,29.5667,-104.4167,broken clouds,82.58,61,75,8.05,MX,2021-08-02 16:19:19
659,Granadilla De Abona,28.1188,-16.576,few clouds,73.98,55,20,26.46,ES,2021-08-02 16:19:19
660,Safford,32.834,-109.7076,clear sky,85.51,51,1,5.75,US,2021-08-02 16:19:20
661,Chistogorskiy,53.9835,87.3843,broken clouds,58.84,91,51,3.31,RU,2021-08-02 16:19:20
662,Tautira,-17.7333,-149.15,broken clouds,73.42,72,82,14.05,PF,2021-08-02 16:14:01
663,Meulaboh,4.1363,96.1285,overcast clouds,78.17,79,94,4.54,ID,2021-08-02 16:10:13
664,Kostyantynivka,48.5277,37.7069,clear sky,87.49,40,6,7.36,UA,2021-08-02 16:19:21
665,Ayan,56.45,138.1667,overcast clouds,53.73,91,100,10.2,RU,2021-08-02 16:11:20
666,Yuncheng,35.0231,110.9928,clear sky,77.58,68,0,7.36,CN,2021-08-02 16:19:21
667,Vila Franca Do Campo,37.7167,-25.4333,clear sky,75.61,58,0,9.24,PT,2021-08-02 16:19:21
668,Lumeje,-11.55,20.7833,clear sky,78.8,21,8,4.16,AO,2021-08-02 16:19:22
669,Itarema,-2.9248,-39.9167,clear sky,90.23,41,5,11.5,BR,2021-08-02 16:19:22
670,Solnechnyy,50.7214,136.6319,overcast clouds,63.1,90,86,5.84,RU,2021-08-02 16:19:22
671,Jalingo,8.8833,11.3667,overcast clouds,83.39,69,99,5.79,NG,2021-08-02 16:19:23
672,Golfito,8.639,-83.166,scattered clouds,84.58,73,43,2.24,CR,2021-08-02 16:19:23
673,Acapulco,16.8634,-99.8901,clear sky,87.62,70,1,0.0,MX,2021-08-02 16:13:24
674,Calvinia,-31.4707,19.776,clear sky,62.58,21,0,4.29,ZA,2021-08-02 16:14:22
675,Novikovo,51.1537,37.8879,clear sky,86.5,37,2,9.57,RU,2021-08-02 16:14:02
676,Teguise,29.0605,-13.564,few clouds,75.42,61,20,21.85,ES,2021-08-02 16:19:24
677,Vilhena,-12.7406,-60.1458,clear sky,82.62,30,0,14.97,BR,2021-08-02 16:19:24
678,Alberton,46.8168,-64.0654,moderate rain,64.53,58,93,2.59,CA,2021-08-02 16:19:25
679,Amahai,-3.3333,128.9167,few clouds,78.22,87,23,1.72,ID,2021-08-02 16:19:25
680,Honningsvag,70.9821,25.9704,few clouds,53.13,76,20,9.22,NO,2021-08-02 16:19:25
681,Lorengau,-2.0226,147.2712,light rain,81.7,79,11,9.93,PG,2021-08-02 16:10:37
682,Camacupa,-12.0167,17.4833,clear sky,77.58,17,2,3.02,AO,2021-08-02 16:19:26
683,Tornio,65.8481,24.1466,overcast clouds,60.82,47,99,4.61,FI,2021-08-02 16:19:26
684,Catacamas,14.8,-85.9,broken clouds,90.01,78,75,0.0,HN,2021-08-02 16:19:26
685,Sassandra,4.95,-6.0833,scattered clouds,80.13,71,39,7.94,CI,2021-08-02 16:19:27
686,Ashland,40.8167,-82.2665,few clouds,74.26,62,14,7.05,US,2021-08-02 16:17:00
687,Rocha,-34.4833,-54.3333,clear sky,57.88,68,0,6.08,UY,2021-08-02 16:09:24
688,Wagar,16.1525,36.2032,scattered clouds,91.94,40,42,8.79,SD,2021-08-02 16:19:27
689,Medeiros Neto,-17.3739,-40.2206,overcast clouds,64.24,78,100,4.18,BR,2021-08-02 16:19:28
690,Luwingu,-10.2621,29.9271,broken clouds,69.76,32,70,4.41,ZM,2021-08-02 16:19:28
691,Namibe,-15.1961,12.1522,clear sky,71.71,79,0,10.33,AO,2021-08-02 16:14:19
692,Tupiza,-21.45,-65.7167,broken clouds,54.9,34,70,5.23,BO,2021-08-02 16:19:28
693,Nouakchott,18.0858,-15.9785,overcast clouds,84.13,84,100,11.79,MR,2021-08-02 16:19:29
694,Nantucket,41.2835,-70.0995,clear sky,77.11,77,0,13.13,US,2021-08-02 16:08:42
695,Linqiong,30.4159,103.4609,clear sky,87.62,71,0,3.8,CN,2021-08-02 16:19:29
696,Malakal,9.5334,31.6605,light rain,73.11,93,79,4.43,SS,2021-08-02 16:19:29
697,Makurdi,7.7411,8.5121,light rain,81.12,82,98,5.82,NG,2021-08-02 16:19:30
698,Kasongo-Lunda,-6.4667,16.8167,clear sky,92.95,13,0,3.96,CD,2021-08-02 16:19:31
699,Sitka,57.0531,-135.33,broken clouds,62.49,77,75,3.44,US,2021-08-02 16:14:46
700,Hovd,48.0056,91.6419,clear sky,65.07,45,1,4.03,MN,2021-08-02 16:19:31
701,Muhos,64.808,25.9931,overcast clouds,60.58,79,100,1.86,FI,2021-08-02 16:19:31
702,Mandalgovi,45.7625,106.2708,scattered clouds,62.29,51,36,5.53,MN,2021-08-02 16:19:32
703,Nemuro,43.3236,145.575,overcast clouds,67.78,99,100,3.87,JP,2021-08-02 16:14:13
704,Shrewsbury,52.7101,-2.7521,broken clouds,67.71,65,75,4.61,GB,2021-08-02 16:17:49
705,Kokkola,63.8385,23.1307,scattered clouds,55.92,92,40,5.75,FI,2021-08-02 16:19:33
706,Nanma,36.1817,118.1583,clear sky,69.6,93,0,3.8,CN,2021-08-02 16:19:33
707,Husavik,66.0449,-17.3389,overcast clouds,56.73,75,93,3.78,IS,2021-08-02 16:14:43
708,Xiantao,30.3833,113.4,clear sky,80.31,89,8,8.61,CN,2021-08-02 16:19:33
709,Okha,53.5739,142.9478,overcast clouds,55.06,84,100,12.06,RU,2021-08-02 16:19:34
710,Floro,61.5996,5.0328,few clouds,64.47,55,20,19.57,NO,2021-08-02 16:11:34
711,Dalvik,65.9702,-18.5286,overcast clouds,58.93,86,96,2.04,IS,2021-08-02 16:19:34
